0,1,2,3
0.21884536743164062,3.491567373275757,1,0
0.6208786964416504,10.837771654129028,31,1
0.7214071750640869,10.837782621383667,31,1
0.7217121124267578,10.837785005569458,31,1
0.9221005439758301,10.83778691291809,31,1
1.1227197647094727,10.837788820266724,31,1
1.323429822921753,10.837790727615356,31,1
1.5240919589996338,10.83779239654541,31,1
1.6245701313018799,10.837794065475464,31,1
1.7251391410827637,10.837795734405518,31,1
2.0258476734161377,10.83779764175415,31,1
2.2264766693115234,10.837799310684204,31,1
2.226907253265381,10.837800979614258,31,1
2.3273048400878906,10.837802410125732,31,1
2.6280410289764404,10.837804317474365,31,1
2.928804397583008,10.837805986404419,31,1
3.3296468257904053,10.837807893753052,31,1
3.530306816101074,10.837809324264526,31,1
3.5307555198669434,10.83781123161316,31,1
3.5309576988220215,10.837812900543213,31,1
3.831476926803589,10.837814807891846,31,1
4.432552099227905,10.83781623840332,31,1
4.533122539520264,10.837818145751953,31,1
4.733691692352295,10.837819814682007,31,1
4.834213733673096,10.83782172203064,31,1
5.034789085388184,10.837823390960693,31,1
5.535732984542847,10.837825298309326,31,1
5.736386775970459,10.8378267288208,31,1
6.037079811096191,10.837828397750854,31,1
6.037489414215088,10.837830066680908,31,1
6.137715816497803,10.837831735610962,31,1
6.438422679901123,10.837833166122437,31,1
6.539103031158447,18.19837975502014,33,2
6.939722776412964,18.1983904838562,33,2
7.040368556976318,18.19839310646057,33,2
7.241037368774414,18.198395252227783,33,2
7.641924142837524,18.198396921157837,33,2
7.642382383346558,18.19839859008789,33,2
8.243322372436523,18.198400497436523,33,2
8.644602298736572,18.198401927947998,33,2
8.74527382850647,18.19840383529663,33,2
8.945749282836914,18.198405742645264,33,2
9.146449565887451,18.198407649993896,33,2
9.14686131477356,18.19840908050537,33,2
9.24725604057312,18.198410987854004,33,2
9.44806981086731,18.19841241836548,33,2
9.8489990234375,18.198413848876953,33,2
10.25022554397583,18.198415279388428,33,2
10.350892543792725,18.198416709899902,33,2
10.65158724784851,18.198418617248535,33,2
10.652029037475586,18.19842028617859,33,2
10.952584028244019,18.198421716690063,33,2
11.253356218338013,18.198423147201538,33,2
11.454040765762329,18.198424816131592,33,2
11.85474419593811,18.198426246643066,33,2
12.055389404296875,18.1984281539917,33,2
12.256007671356201,18.198429584503174,33,2
12.356566190719604,18.198431730270386,33,2
12.457242250442505,18.19843339920044,33,2
12.657865285873413,18.198435306549072,33,2
13.158717155456543,18.198436737060547,33,2
13.359344005584717,18.19843864440918,33,2
13.66003704071045,18.198440074920654,33,2
13.66041088104248,18.198441743850708,33,2
13.760715246200562,18.198443174362183,33,2
13.861140727996826,25.584352731704712,38,3
13.961629629135132,25.584364652633667,38,3
14.26233983039856,25.584367275238037,38,3
14.663459777832031,25.58436942100525,38,3
14.763983726501465,25.58437156677246,38,3
15.064664363861084,25.584373712539673,38,3
15.465541124343872,25.584375619888306,38,3
15.666213989257812,25.58437705039978,38,3
15.766691446304321,25.584378719329834,38,3
15.96733283996582,25.584380388259888,38,3
16.368112802505493,25.58438205718994,38,3
16.5688157081604,25.584383964538574,38,3
16.769417762756348,25.584387063980103,38,3
16.869961977005005,25.584388971328735,38,3
16.87031054496765,25.584390878677368,38,3
17.07072114944458,25.58439302444458,38,3
17.271379709243774,25.584394931793213,38,3
17.572084426879883,25.584396600723267,38,3
17.572853565216064,25.5843985080719,38,3
17.87346386909485,25.58440065383911,38,3
18.174234867095947,25.584402322769165,38,3
18.574750661849976,25.58440399169922,38,3
18.77569842338562,25.584405422210693,38,3
18.97634243965149,25.584407091140747,38,3
19.076940059661865,25.58440852165222,38,3
19.277545928955078,25.584410429000854,38,3
19.37810206413269,25.584412097930908,38,3
19.678719520568848,25.584413290023804,38,3
19.67936897277832,25.584415674209595,38,3
19.77971863746643,25.58441734313965,38,3
19.780066967010498,25.584419012069702,38,3
20.080556869506836,25.584420442581177,38,3
20.38134002685547,25.58442211151123,38,3
20.48195171356201,25.584423780441284,38,3
20.68257474899292,25.584425687789917,38,3
20.78314971923828,25.58442735671997,38,3
20.884001970291138,25.584429025650024,38,3
21.084699630737305,25.5844304561615,38,3
21.28583574295044,32.927202224731445,33,4
21.286168813705444,32.92721438407898,33,4
21.3864688873291,32.92721652984619,33,4
21.487020015716553,32.927218437194824,33,4
21.687561511993408,32.927220582962036,33,4
21.98831605911255,32.927223205566406,33,4
22.48933744430542,32.92722678184509,33,4
22.789815425872803,32.927228689193726,33,4
22.990455865859985,32.92723035812378,33,4
23.19104242324829,32.92723226547241,33,4
23.691986560821533,32.927234411239624,33,4
23.79256319999695,32.92723631858826,33,4
23.993067741394043,32.92723774909973,33,4
24.293856620788574,32.927239418029785,33,4
24.59461283683777,32.92724609375,33,4
24.79536485671997,32.927247762680054,33,4
24.99599051475525,32.92724967002869,33,4
25.09653401374817,32.92725157737732,33,4
25.197314739227295,32.92725324630737,33,4
25.898444414138794,32.92725467681885,33,4
26.399418830871582,32.9272563457489,33,4
26.49999213218689,32.927258014678955,33,4
26.60069251060486,32.92725968360901,33,4
26.90141725540161,32.92726111412048,33,4
27.2022705078125,32.927263021469116,33,4
27.6031494140625,32.92726469039917,33,4
27.703713178634644,32.9272677898407,33,4
27.8043692111969,32.92726922035217,33,4
27.804705381393433,32.927271127700806,33,4
28.005101919174194,32.92727279663086,33,4
28.005431175231934,32.92727470397949,33,4
28.40601921081543,32.927276611328125,33,4
28.50657558441162,32.92727851867676,33,4
28.80725359916687,40.377296924591064,38,5
29.10800814628601,40.3773078918457,38,5
29.20885682106018,40.37731051445007,38,5
29.4094181060791,40.377312421798706,38,5
29.61009931564331,40.37731409072876,38,5
29.81068444252014,40.37731575965881,38,5
30.011311531066895,40.37731742858887,38,5
30.211705446243286,40.37731909751892,38,5
30.5124409198761,40.377321004867554,38,5
30.512855768203735,40.37732267379761,38,5
30.713308095932007,40.37732458114624,38,5
30.91424798965454,40.37732648849487,38,5
30.914581537246704,40.37732815742493,38,5
31.014922618865967,40.377331495285034,38,5
31.11549687385559,40.37733316421509,38,5
31.216243267059326,40.37733507156372,38,5
31.517043590545654,40.377336502075195,38,5
31.6179301738739,40.37733817100525,38,5
31.818509817123413,40.3773398399353,38,5
31.91904592514038,40.377342224121094,38,5
31.91943669319153,40.37734389305115,38,5
32.2197060585022,40.3773455619812,38,5
32.52043008804321,40.377346992492676,38,5
32.621023654937744,40.37734889984131,38,5
32.621357679367065,40.37735056877136,38,5
33.02173328399658,40.377352237701416,38,5
33.5226354598999,40.37735414505005,38,5
33.62323331832886,40.3773558139801,38,5
34.124226570129395,40.377357482910156,38,5
34.12465286254883,40.37735939025879,38,5
34.525298833847046,40.377360820770264,38,5
34.826088428497314,40.3773627281189,38,5
35.12682914733887,40.37736439704895,38,5
35.427579402923584,40.377366065979004,38,5
35.62823224067688,40.37736773490906,38,5
35.7287392616272,40.37736988067627,38,5
35.82930612564087,40.377371311187744,38,5
35.929901123046875,40.377373456954956,38,5
36.13050675392151,47.91962766647339,42,6
36.23101043701172,47.9196400642395,42,6
36.331547260284424,47.919642210006714,42,6
36.33186078071594,47.91964411735535,42,6
36.63234186172485,47.91964626312256,42,6
36.633429527282715,47.91964793205261,42,6
37.03411912918091,47.919649600982666,42,6
37.3349175453186,47.91965126991272,42,6
37.33531999588013,47.91965317726135,42,6
37.33587455749512,47.919655084609985,42,6
37.436195611953735,47.91965699195862,42,6
37.53664755821228,47.91965842247009,42,6
37.8374342918396,47.91966009140015,42,6
37.9379768371582,47.91966199874878,42,6
38.0388662815094,47.91966366767883,42,6
38.639944314956665,47.91968011856079,42,6
38.74055337905884,47.919682264328,42,6
38.94112253189087,47.91968393325806,42,6
39.241931438446045,47.91968584060669,42,6
39.642977237701416,47.919687271118164,42,6
39.84436058998108,47.919689416885376,42,6
39.945146799087524,47.91969084739685,42,6
39.94546175003052,47.91969275474548,42,6
40.14585638046265,47.919694900512695,42,6
40.146275758743286,47.91969656944275,42,6
40.347347259521484,47.9196982383728,42,6
40.54796838760376,47.919699907302856,42,6
40.84861493110657,47.91970229148865,42,6
41.149338722229004,47.9197039604187,42,6
41.4500789642334,47.919705867767334,42,6
41.55058741569519,47.91970753669739,42,6
41.75115442276001,47.9197096824646,42,6
41.95176649093628,47.91971135139465,42,6
41.95210266113281,47.91971302032471,42,6
42.252607107162476,47.91971468925476,42,6
42.353161573410034,47.919716358184814,42,6
42.55372738838196,47.91971778869629,42,6
42.7543511390686,47.91971969604492,42,6
42.954938650131226,47.919721364974976,42,6
43.05546283721924,47.91972303390503,42,6
43.05584931373596,47.919724464416504,42,6
43.25624442100525,47.91972613334656,42,6
43.55697298049927,55.373677253723145,40,7
43.85771298408508,55.37368965148926,40,7
44.15877628326416,55.37369203567505,40,7
44.459508419036865,55.37369394302368,40,7
44.560057401657104,55.373695611953735,40,7
44.86073064804077,55.37369728088379,40,7
45.06134080886841,55.373698711395264,40,7
45.16185688972473,55.37370038032532,40,7
45.26240348815918,55.37370204925537,40,7
45.56310415267944,55.373703718185425,40,7
45.66400504112244,55.37370538711548,40,7
46.064706802368164,55.37370705604553,40,7
46.465555906295776,55.37370848655701,40,7
46.566083908081055,55.37371039390564,40,7
46.96687054634094,55.373711585998535,40,7
47.16752910614014,55.37371301651001,40,7
47.16787052154541,55.37371468544006,40,7
47.26817321777344,55.37371826171875,40,7
47.36877083778381,55.373719930648804,40,7
47.369118213653564,55.37372159957886,40,7
47.66967797279358,55.37372303009033,40,7
47.670148611068726,55.373724699020386,40,7
47.67034459114075,55.37372636795044,40,7
47.970810651779175,55.37372851371765,40,7
48.071329832077026,55.373730421066284,40,7
48.37200117111206,55.373732566833496,40,7
48.5726523399353,55.37373471260071,40,7
48.87336874008179,55.37373638153076,40,7
49.17414903640747,55.373738288879395,40,7
49.675108194351196,55.37373948097229,40,7
49.77565336227417,55.373741149902344,40,7
49.97621965408325,55.37374305725098,40,7
50.07677721977234,55.37374448776245,40,7
50.27735781669617,55.373746395111084,40,7
50.27777409553528,55.37374758720398,40,7
50.2779438495636,55.37374949455261,40,7
50.47831344604492,55.37375068664551,40,7
50.67890501022339,55.37375235557556,40,7
50.679296016693115,55.373753786087036,40,7
50.8797128200531,55.37375569343567,40,7
50.9801812171936,62.80902600288391,36,8
51.08066368103027,62.80903649330139,36,8
51.18113565444946,62.80903911590576,36,8
51.281959533691406,62.809040784835815,36,8
51.48251509666443,62.80904245376587,36,8
51.68336200714111,62.809043884277344,36,8
51.984049797058105,62.8090455532074,36,8
52.184741735458374,62.80904698371887,36,8
52.38540840148926,62.80904841423035,36,8
52.3858540058136,62.80905032157898,36,8
52.58631634712219,62.809051752090454,36,8
52.88704872131348,62.809054136276245,36,8
53.18780446052551,62.80905532836914,36,8
53.38849949836731,62.80905842781067,36,8
53.78928828239441,62.80906009674072,36,8
54.19040131568909,62.809061765670776,36,8
54.491456031799316,62.80906367301941,36,8
54.692803621292114,62.80906534194946,36,8
54.79339122772217,62.80906701087952,36,8
54.79377746582031,62.80906844139099,36,8
55.09437108039856,62.809070348739624,36,8
55.19531559944153,62.8090717792511,36,8
55.496047258377075,62.80907344818115,36,8
55.896862268447876,62.80907487869263,36,8
56.097506046295166,62.80907678604126,36,8
56.498408794403076,62.80907869338989,36,8
56.69907546043396,62.809080600738525,36,8
56.69944953918457,62.80908203125,36,8
56.79976534843445,62.809083700180054,36,8
57.10054850578308,62.80908513069153,36,8
57.201239347457886,62.809086561203,36,8
57.30185604095459,62.809088468551636,36,8
57.5024778842926,62.80909061431885,36,8
57.603015661239624,62.80909204483032,36,8
57.90372037887573,62.809093952178955,36,8
58.10440254211426,62.80909538269043,36,8
58.50523591041565,70.34151792526245,42,9
58.70585370063782,70.34152936935425,42,9
58.90656089782715,70.34153175354004,42,9
59.20732402801514,70.34153389930725,42,9
59.60819935798645,70.34153580665588,42,9
59.70874381065369,70.34153723716736,42,9
59.80958604812622,70.34153890609741,42,9
59.910207748413086,70.34154081344604,42,9
60.01108932495117,70.34154272079468,42,9
60.11163020133972,70.34154462814331,42,9
60.61252522468567,70.34154653549194,42,9
61.213563680648804,70.341548204422,42,9
61.21397805213928,70.34154987335205,42,9
61.31428909301758,70.34155201911926,42,9
61.61494469642639,70.34155368804932,42,9
61.715576171875,70.34155535697937,42,9
61.71591114997864,70.341557264328,42,9
61.81638503074646,70.34156012535095,42,9
61.91698598861694,70.34156155586243,42,9
62.01750206947327,70.34156322479248,42,9
62.318265199661255,70.34156489372253,42,9
62.61892867088318,70.34156632423401,42,9
62.81957769393921,70.34156823158264,42,9
63.120331048965454,70.3415699005127,42,9
63.42111349105835,70.34157228469849,42,9
63.4215087890625,70.34157395362854,42,9
63.62192463874817,70.34157538414001,42,9
63.72241163253784,70.34157681465149,42,9
63.723061084747314,70.34157848358154,42,9
63.9236114025116,70.34158039093018,42,9
64.0241231918335,70.34158229827881,42,9
64.6250786781311,70.34158372879028,42,9
64.7256224155426,70.34158563613892,42,9
64.82630252838135,70.34158706665039,42,9
64.92678165435791,70.34158873558044,42,9
65.12731409072876,70.3415904045105,42,9
65.1277391910553,70.34159207344055,42,9
65.12793159484863,70.34159350395203,42,9
65.22819185256958,70.34159517288208,42,9
65.32879972457886,70.34159660339355,42,9
65.32913589477539,70.34159827232361,42,9
65.62962675094604,70.34159970283508,42,9
66.03048539161682,77.83082485198975,34,10
66.23172092437744,77.8308367729187,34,10
66.63252019882202,77.83083939552307,34,10
66.7330846786499,77.83084154129028,34,10
66.73340892791748,77.83084344863892,34,10
66.933842420578,77.83084559440613,34,10
67.23459362983704,77.83084750175476,34,10
67.53567719459534,77.83084917068481,34,10
67.83641028404236,77.83085107803345,34,10
68.03709745407104,77.83085250854492,34,10
68.03744292259216,77.83085441589355,34,10
68.13783359527588,77.83085632324219,34,10
68.43858671188354,77.83085799217224,34,10
68.53911590576172,77.83085989952087,34,10
68.73971462249756,77.83086156845093,34,10
69.04050326347351,77.8308629989624,34,10
69.24130129814148,77.83086490631104,34,10
69.24163579940796,77.83086681365967,34,10
69.44211983680725,77.83086848258972,34,10
69.7429518699646,77.83087158203125,34,10
69.9442572593689,77.83087301254272,34,10
70.34471464157104,77.83087468147278,34,10
70.44518780708313,77.83087611198425,34,10
70.64570784568787,77.83087801933289,34,10
70.94645357131958,77.83087944984436,34,10
71.1471312046051,77.83088111877441,34,10
71.34775161743164,77.83088302612305,34,10
71.74887084960938,77.83088445663452,34,10
72.04959082603455,77.83088636398315,34,10
72.35031771659851,77.83088779449463,34,10
72.4508683681488,77.83088946342468,34,10
72.85161542892456,77.83089089393616,34,10
73.15236401557922,77.83089256286621,34,10
73.25289392471313,77.83089423179626,34,10
73.55354690551758,85.34543442726135,32,11
73.85430979728699,85.34544491767883,32,11
73.95484852790833,85.3454475402832,32,11
74.25552344322205,85.34544944763184,32,11
74.45614051818848,85.34545111656189,32,11
74.75688052177429,85.3454532623291,32,11
75.05759024620056,85.34545540809631,32,11
75.15815663337708,85.34545731544495,32,11
75.25913739204407,85.34545922279358,32,11
75.56012082099915,85.34546065330505,32,11
75.76104235649109,85.34546256065369,32,11
76.46215105056763,85.34546399116516,32,11
76.46257734298706,85.34546566009521,32,11
76.66322350502014,85.34546709060669,32,11
76.76435446739197,85.34546852111816,32,11
76.86488461494446,85.34547019004822,32,11
76.96553587913513,85.34547185897827,32,11
77.06665205955505,85.34547352790833,32,11
77.16739320755005,85.34547519683838,32,11
77.56827044487,85.34547710418701,32,11
77.76961040496826,85.34547853469849,32,11
78.07061958312988,85.34548020362854,32,11
78.37137508392334,85.3454818725586,32,11
78.5720419883728,85.34548377990723,32,11
79.07293343544006,85.3454852104187,32,11
79.3736879825592,85.34548759460449,32,11
79.77450251579285,85.34548926353455,32,11
79.9752025604248,85.3454909324646,32,11
80.17582249641418,85.34549236297607,32,11
80.37646341323853,85.34549403190613,32,11
80.7772536277771,85.3454954624176,32,11
80.77790713310242,85.34549713134766,32,11
81.27866172790527,92.57299995422363,27,12
81.57947373390198,92.5730152130127,27,12
81.78011870384216,92.5730185508728,27,12
81.98072290420532,92.57302165031433,27,12
82.08126282691956,92.5730242729187,27,12
82.18201971054077,92.57302737236023,27,12
82.88338804244995,92.57302975654602,27,12
83.48466420173645,92.57303261756897,27,12
83.88582038879395,92.57303500175476,27,12
84.08647394180298,92.57303833961487,27,12
84.18694949150085,92.57303977012634,27,12
84.58778023719788,92.57304167747498,27,12
84.68838834762573,92.57304310798645,27,12
84.7891755104065,92.57304501533508,27,12
85.19001960754395,92.57304644584656,27,12
85.49076509475708,92.57304835319519,27,12
85.79150652885437,92.57305002212524,27,12
86.29246282577515,92.5730516910553,27,12
86.39300394058228,92.57305312156677,27,12
86.4936203956604,92.5730550289154,27,12
86.89442420005798,92.57305645942688,27,12
86.99499487876892,92.57305788993835,27,12
87.19559502601624,92.57306027412415,27,12
87.3962287902832,92.57306218147278,27,12
87.69691228866577,92.57306385040283,27,12
87.79742527008057,92.57306599617004,27,12
88.19819641113281,92.5730676651001,27,12
88.39870381355286,100.54728388786316,29,13
88.59927797317505,100.5472948551178,29,13
88.90039920806885,100.54729747772217,29,13
89.30130553245544,100.54729962348938,29,13
89.60209584236145,100.54730129241943,29,13
89.70302033424377,100.54730319976807,29,13
90.10379981994629,100.54730486869812,29,13
90.30446982383728,100.54730677604675,29,13
90.50505566596985,100.5473084449768,29,13
90.9059066772461,100.54731035232544,29,13
91.40670609474182,100.5473120212555,29,13
91.60746669769287,100.54731369018555,29,13
92.00824546813965,100.54731512069702,29,13
92.10884547233582,100.54731702804565,29,13
92.40950012207031,100.54731845855713,29,13
92.6101324558258,100.54732036590576,29,13
92.81069040298462,100.54732203483582,29,13
92.81133222579956,100.54732370376587,29,13
92.9116563796997,100.54732513427734,29,13
93.11220955848694,100.54732704162598,29,13
93.41271758079529,100.54732894897461,29,13
93.61335253715515,100.54733109474182,29,13
93.81394958496094,100.5473325252533,29,13
93.91450762748718,100.54733419418335,29,13
94.21532964706421,100.54733610153198,29,13
94.31591296195984,100.54733800888062,29,13
94.91673159599304,100.54733967781067,29,13
95.2174813747406,100.54734182357788,29,13
95.41814637184143,100.54734325408936,29,13
95.71883749961853,108.50779867172241,38,14
95.91943335533142,108.50781083106995,38,14
95.91986274719238,108.5078136920929,38,14
96.02052688598633,108.50781536102295,38,14
96.42165732383728,108.50781726837158,38,14
96.6222984790802,108.50781917572021,38,14
96.92298984527588,108.50782084465027,38,14
97.12367510795593,108.50782227516174,38,14
97.22419428825378,108.50782418251038,38,14
97.22459697723389,108.50782608985901,38,14
97.3249340057373,108.50782775878906,38,14
97.625563621521,108.50782918930054,38,14
97.72615075111389,108.50783061981201,38,14
97.92671418190002,108.50783228874207,38,14
98.2275185585022,108.50783395767212,38,14
98.42821502685547,108.50783586502075,38,14
98.4285659790039,108.5078375339508,38,14
98.72916960716248,108.50783944129944,38,14
98.92987751960754,108.50784134864807,38,14
99.5303475856781,108.50784277915955,38,14
99.63116502761841,108.50784420967102,38,14
99.73162484169006,108.50784611701965,38,14
99.83219599723816,108.50784754753113,38,14
100.43317437171936,108.50784921646118,38,14
100.43362498283386,108.50785064697266,38,14
100.8342809677124,108.50785255432129,38,14
101.13506937026978,108.50785422325134,38,14
101.23561596870422,108.50785613059998,38,14
101.43623685836792,108.50785756111145,38,14
102.03726696968079,108.5078592300415,38,14
102.137859582901,108.50786066055298,38,14
102.2384922504425,108.50786232948303,38,14
102.43913006782532,108.50786399841309,38,14
102.83992552757263,108.50786590576172,38,14
103.04054880142212,108.5078673362732,38,14
103.34124159812927,108.50786924362183,38,14
103.44178438186646,108.50787091255188,38,14
103.5424292087555,108.50787258148193,38,14
103.6429615020752,116.03777551651001,31,15
103.84363865852356,116.03778648376465,31,15
104.14436554908752,116.0377893447876,31,15
104.345041513443,116.03779149055481,31,15
104.44552063941956,116.03779339790344,31,15
104.8463761806488,116.03779530525208,31,15
104.8471086025238,116.03779697418213,31,15
105.24782276153564,116.03779911994934,31,15
105.44857740402222,116.03780102729797,31,15
105.54909348487854,116.03780269622803,31,15
105.6496512889862,116.03780484199524,31,15
105.95034551620483,116.0378065109253,31,15
106.15101456642151,116.03780817985535,31,15
106.65234780311584,116.0378098487854,31,15
106.95338797569275,116.03781151771545,31,15
106.95385956764221,116.03781318664551,31,15
107.154305934906,116.03781509399414,31,15
107.55515456199646,116.0378167629242,31,15
107.65569233894348,116.03781867027283,31,15
107.75660157203674,116.03782057762146,31,15
108.05738472938538,116.03782224655151,31,15
108.45825743675232,116.03782367706299,31,15
108.65893912315369,116.03782558441162,31,15
109.05970931053162,116.0378270149231,31,15
109.36046171188354,116.03782892227173,31,15
109.9615375995636,116.0378303527832,31,15
110.26232528686523,116.03783178329468,31,15
110.46298813819885,116.03783440589905,31,15
110.46334719657898,116.0378360748291,31,15
110.86396384239197,116.03783774375916,31,15
111.3649365901947,116.03783941268921,31,15
111.76579999923706,123.55804061889648,36,16
111.8664014339447,123.55806374549866,36,16
112.36724519729614,123.55806636810303,36,16
112.36770367622375,123.55806827545166,36,16
112.3681492805481,123.55806994438171,36,16
112.66868901252747,123.55807185173035,36,16
112.76919531822205,123.55807328224182,36,16
112.96972465515137,123.5580747127533,36,16
113.07048773765564,123.55807662010193,36,16
113.37121295928955,123.55807852745056,36,16
113.57261490821838,123.55808019638062,36,16
113.87345433235168,123.55808162689209,36,16
114.17421364784241,123.55808329582214,36,16
